0 64 4 1 0.953506 0.0196398 0 0 
1 64 5 1 1.00393 0.0259672 0 0 
2 64 6 1 0.975876 0.016785 0 0 
3 64 7 1 0.99404 0.0239772 0 0 
4 64 8 1 0.976724 0.0252179 0 0 
5 64 9 1 0.976245 0.0278577 0 0 
6 64 10 1 0.988658 0.0309203 0 0 
7 64 11 1 1.0266 0.0263523 0 0 
8 64 12 1 0.94924 0.0257235 0 0 
9 64 13 1 0.973954 0.0201486 0 0 
10 64 14 1 0.937334 0.0299379 0 0 
11 64 15 1 0.957673 0.0158813 0 0 
12 64 16 1 0.956225 0.0229635 0 0 
13 64 17 1 0.922146 0.0171246 0 0 
14 64 18 1 0.953357 0.0220462 0 0 
15 64 19 1 0.919932 0.0165526 0 0 
16 64 20 1 0.929398 0.0158054 0 0 
17 64 21 1 0.952174 0.0169909 0 0 
18 64 22 1 0.969612 0.0115682 0 0 
19 64 23 1 1.02157 0.00970614 0 0 
20 64 24 1 0.999903 0.00991255 0 0 
21 64 25 1 0.956671 0.0118099 0 0 
22 64 26 1 1.01699 0.0105748 0 0 
23 64 27 1 0.960747 0.0118423 0 0 
24 64 28 1 0.985435 0.00775494 0 0 
25 64 29 1 1.00775 0.00781881 0 0 
26 64 30 1 0.96615 0.00616829 0 0 
27 64 31 1 0.992695 0.00617901 0 0 
28 64 32 1 0.995908 0.00528355 0 0 
29 64 33 1 0.979616 0.005464 0 0 
30 64 34 1 0.965296 0.00488735 0 0 
31 64 35 1 0.962629 0.00555238 0 0 
32 64 36 1 0.942622 0.00551677 0 0 
33 64 37 1 1.04218 0.00632667 0 0 
34 64 38 1 0.946953 0.0043591 0 0 
35 64 39 1 1.00393 0.00765462 0 0 
36 64 40 1 1.01925 1 0 0 
37 64 41 1 1.01925 1 0 0 
38 64 42 1 1.01925 1 0 0 
39 64 43 1 1.01925 1 0 0 
40 64 44 1 1.01925 1 0 0 
41 64 45 1 1.01925 1 0 0 
42 64 46 1 1.01925 1 0 0 
43 64 47 1 1.01925 1 0 0 
44 64 48 1 1.01925 1 0 0 
45 64 49 1 1.01925 1 0 0 
46 64 50 1 1.01925 1 0 0 
47 64 51 1 1.01925 1 0 0 
48 64 52 1 1.01925 1 0 0 
49 64 53 1 1.01925 1 0 0 
50 64 54 1 1.01925 1 0 0 
51 64 55 1 1.01925 1 0 0 
52 64 56 1 1.01925 1 0 0 
53 64 57 1 1.01925 1 0 0 
54 64 58 1 1.01925 1 0 0 
55 64 59 1 1.01925 1 0 0 
56 64 60 1 1.01925 1 0 0 
57 64 61 1 1.01925 1 0 0 
58 64 62 1 0.999397 0.012913 0 0 
59 64 63 1 0.989831 0.00520427 0 0 
60 64 64 1 1.01524 0.00518044 0 0 
61 64 65 1 0.977316 0.00440466 0 0 
62 64 66 1 0.962159 0.00464355 0 0 
63 64 67 1 0.988735 0.00509596 0 0 
64 64 68 1 1.00128 0.00521027 0 0 
65 64 69 1 0.965921 0.00432191 0 0 
66 64 70 1 1.01747 0.00572542 0 0 
67 64 71 1 0.970763 0.00630701 0 0 
68 64 72 1 0.991055 0.00730384 0 0 
69 64 73 1 0.925228 0.00952983 0 0 
70 64 74 1 1.03018 0.0147047 0 0 
71 64 75 1 0.998273 0.00903145 0 0 
72 64 76 1 1.01871 0.0099193 0 0 
73 64 77 1 0.982988 0.00925263 0 0 
74 64 78 1 0.988061 0.0103864 0 0 
75 64 79 1 1.02754 0.0139665 0 0 
76 64 80 1 0.997727 0.0149828 0 0 
77 64 81 1 1.03541 0.0170621 0 0 
78 64 82 1 0.979894 0.0200458 0 0 
79 64 83 1 1.00835 0.0147604 0 0 
80 64 84 1 1.01745 0.0173112 0 0 
81 64 85 1 0.944043 0.0154034 0 0 
82 64 86 1 1.00703 0.0211773 0 0 
83 64 87 1 1.03503 0.0276602 0 0 
84 64 88 1 0.98932 0.0525778 0 0 
85 64 89 1 0.881713 0.0268268 0 0 
86 64 90 1 1.09561 0.0458885 0 0 
87 64 91 1 0.997287 0.0418237 0 0 
88 64 92 1 1.06452 0.0222193 0 0 
89 64 93 1 0.994515 0.0268398 0 0 
90 64 94 1 0.979481 0.0247845 0 0 
91 64 95 1 1.01099 0.0195472 0 0 
92 64 96 1 1.04789 0.0198401 0 0 
93 64 97 1 0.922916 0.022777 0 0 
